CREDIT_LIMIT,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,default_payment_next_month,avg_bill_amt,avg_pay_amt
130000,1,3,1,44,0,0,0,0,0,0,0,104108,3845.1666666666665
210000,2,1,2,29,0,0,0,0,0,0,0,10994.166666666666,2874.3333333333335
130000,2,1,2,26,0,0,0,0,0,0,1,9578.166666666666,660.6666666666666
200000,1,1,2,30,-1,-1,-2,-1,0,0,0,11854.166666666666,7239.333333333333
310000,2,2,2,32,0,0,0,0,0,0,0,49838.333333333336,1966.6666666666667
500000,2,2,2,48,-1,-1,-1,-1,-1,-1,0,47829.333333333336,45585.833333333336
80000,2,2,2,22,0,0,0,0,0,0,0,4994.333333333333,1400
280000,2,1,2,28,1,-1,-1,0,-1,-1,1,4739.5,12246.833333333334
180000,1,2,1,35,0,0,0,0,0,0,0,82248.66666666667,3816.6666666666665
150000,1,2,2,32,1,2,2,2,2,2,0,142192.5,5729.166666666667
50000,2,2,2,23,-1,0,0,2,0,0,0,10563.333333333334,1025.5
100000,2,2,2,26,-1,0,0,0,0,0,0,47428.833333333336,3016.6666666666665
190000,1,1,2,27,1,-1,0,0,0,0,0,70233.16666666667,17326.666666666668
380000,2,1,1,34,2,2,2,2,2,2,0,340753.6666666667,13600.166666666666
190000,1,2,2,29,0,0,0,0,0,0,0,144655.5,4760.666666666667
170000,1,2,1,59,2,2,2,2,2,2,1,46786,1633.3333333333333
250000,1,2,1,45,0,0,0,0,0,0,0,99130.16666666667,3683
80000,2,3,1,26,0,0,0,0,0,0,0,65580.83333333333,10753.5
110000,1,2,1,35,1,2,0,0,0,0,1,89304,3069.6666666666665
120000,2,1,2,26,0,0,0,0,0,0,0,110658.83333333333,5283.333333333333
80000,2,1,2,25,0,0,0,0,0,0,0,4078.8333333333335,399.5
130000,1,1,1,40,2,2,2,2,2,2,0,64663,2733.3333333333335
300000,2,1,1,56,1,-2,-2,-2,-2,-2,1,0,0
60000,2,2,1,23,0,0,0,0,2,2,0,42123.333333333336,1921.6666666666667
170000,1,2,1,42,0,0,0,0,0,0,0,131994.5,4983.333333333333
20000,2,1,2,29,-1,-1,-2,-1,0,-1,1,1020,1055.8333333333333
50000,2,1,2,21,0,0,0,0,0,0,0,23133.833333333332,2360.6666666666665
240000,2,1,1,40,1,-1,-1,-1,-1,-1,0,4394.166666666667,5182.833333333333
170000,2,2,2,23,0,-1,0,0,0,0,0,28236.5,7228.333333333333
360000,1,1,1,44,0,0,0,0,0,0,0,152271.66666666666,5200.333333333333
200000,2,3,1,34,-2,-2,-2,-1,-1,-1,0,1177,1033.3333333333333
40000,2,1,2,24,0,0,0,0,2,0,1,40123.333333333336,1683.3333333333333
90000,2,3,2,60,-1,-1,-1,0,0,0,0,25562.666666666668,16216.333333333334
200000,1,3,1,47,-2,-2,-2,-2,-2,-2,0,5788.5,5866.333333333333
70000,1,2,2,29,0,0,0,0,0,0,0,50458.5,3251.3333333333335
200000,1,2,1,36,1,-2,-2,-2,-1,-1,0,280,280
130000,1,2,1,34,0,0,0,0,0,0,0,119930.33333333333,5099.166666666667
20000,2,3,1,33,1,-2,-2,-2,-2,-2,1,0,0
60000,2,3,2,27,0,0,0,0,0,0,0,42671.833333333336,1983.3333333333333
350000,2,1,2,44,1,2,2,2,2,-1,1,5814.666666666667,3520.6666666666665
120000,1,2,1,39,-1,-1,-1,-1,-1,-1,0,8796.666666666666,3963.3333333333335
620000,2,2,1,45,2,2,0,0,0,0,1,163325,5116.666666666667
280000,1,1,2,34,0,0,0,0,0,0,0,208193.83333333334,38735
120000,1,1,1,51,0,0,0,0,0,0,0,117098.16666666667,5467
50000,1,2,2,29,3,2,2,0,0,0,1,32974.333333333336,1419
120000,2,2,2,39,-2,-2,-2,-2,-2,-2,1,922.6666666666666,977
350000,2,1,1,50,-1,-1,-1,-1,-1,-1,0,21328.5,15845.166666666666
50000,1,1,2,57,0,0,0,0,0,0,0,35262.5,1275.8333333333333
20000,2,2,2,24,0,0,0,0,0,0,0,17705.833333333332,1417.8333333333333
140000,2,1,2,37,-1,-1,-1,-2,-2,-1,0,6924,6751.666666666667
230000,1,1,1,37,1,-1,-1,2,-1,0,1,2628,1874.6666666666667
430000,2,5,2,44,0,0,0,0,0,0,0,524806.5,17286.833333333332
360000,1,3,2,49,-2,-2,-2,-2,-2,-2,0,34720.166666666664,35072.666666666664
50000,1,2,2,53,0,0,0,0,0,0,0,35093.833333333336,1112.5
230000,2,1,1,31,0,0,0,0,0,0,0,12793.666666666666,1236.3333333333333
90000,2,3,1,40,1,2,2,3,2,2,1,86453.83333333333,3566.6666666666665
100000,2,2,2,33,0,0,0,0,0,0,0,68970,15342.833333333334
50000,1,1,2,32,0,0,0,-1,0,0,0,9960.5,4867.333333333333
60000,1,1,2,28,0,0,0,2,0,0,0,52531.666666666664,2085.8333333333335
130000,2,1,1,33,0,0,0,0,0,0,0,68272.66666666667,4871.333333333333
170000,1,2,2,27,0,0,0,0,0,0,1,127709.16666666667,5433.333333333333
70000,2,2,1,32,1,2,2,2,2,2,0,24238.5,1216.6666666666667
110000,2,1,2,32,0,0,0,2,2,2,0,36224,3484.3333333333335
50000,1,2,2,27,-2,-2,-2,-2,-2,-2,0,0,0
240000,2,3,1,50,0,0,0,0,0,0,0,218199.5,7000
300000,1,1,1,30,-1,-1,-1,-1,-1,-1,0,2059.1666666666665,2203.1666666666665
90000,2,1,2,24,0,0,0,0,0,0,0,57650.333333333336,2654.3333333333335
410000,1,1,2,32,-1,-1,-1,-2,-2,-2,0,1596.6666666666667,900
60000,1,2,2,26,0,0,0,0,0,0,0,49464.333333333336,2118.8333333333335
10000,1,2,1,45,1,2,2,2,2,-2,0,4649.166666666667,1040.3333333333333
50000,1,1,2,24,0,0,0,0,0,0,0,10090.5,3364.3333333333335
260000,2,1,2,34,-2,-2,-2,-2,-2,-2,0,1536.5,663.6666666666666
260000,2,2,2,37,-1,-1,-1,-1,-1,-1,0,157.5,213.83333333333334
220000,1,1,2,31,0,0,2,2,2,2,1,138743.66666666666,8583.333333333334
80000,2,2,2,25,0,0,0,0,0,0,0,81210.66666666667,3121.1666666666665
130000,2,5,1,27,0,0,0,0,0,0,0,128219.83333333333,5250
10000,1,3,2,61,0,0,0,0,0,0,1,9158.833333333334,686.1666666666666
60000,2,2,2,24,2,2,2,0,0,2,1,63690,2959.3333333333335
60000,1,1,2,24,0,0,0,0,0,0,0,23018.666666666668,2407.6666666666665
200000,2,2,2,39,-1,-1,-2,-2,-2,-1,0,2119.5,22202.166666666668
140000,2,3,1,34,0,0,0,0,0,0,0,124082.33333333333,5169
20000,2,2,1,39,0,0,2,2,0,-1,0,9966,1163.8333333333333
50000,2,3,1,39,2,2,2,2,2,0,1,32678.666666666668,1233.8333333333333
150000,2,1,3,30,-2,-2,-2,-2,-2,-2,0,1685,2419.8333333333335
500000,2,2,2,30,0,0,0,0,0,0,0,77204.5,17664.5
500000,1,1,2,39,-1,-1,-1,-1,0,-1,0,30994.333333333332,38097.833333333336
320000,2,1,2,28,-1,0,-1,-1,-1,-1,0,17152.333333333332,13286.333333333334
140000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,-176,108.66666666666667
10000,1,1,3,46,0,0,0,0,0,0,1,8478.666666666666,587.3333333333334
80000,2,2,2,26,0,-1,0,0,0,-1,0,2304,4147.5
100000,2,2,2,34,-1,-1,-1,-1,-1,-2,0,823.5,503.6666666666667
360000,2,2,2,30,-2,-2,-2,-2,-2,-2,0,1119.8333333333333,1119.8333333333333
10000,1,3,3,22,0,0,0,0,0,0,1,9381.666666666666,914.6666666666666
100000,2,1,1,35,0,0,2,0,0,0,1,98445.66666666667,3840.5
220000,2,3,2,34,-2,-2,-2,-2,-1,0,0,17154,1542.1666666666667
140000,1,1,1,45,0,0,0,0,2,2,0,43106,1877.3333333333333
420000,2,2,2,25,0,0,0,0,0,0,0,25232,1717
20000,2,3,1,30,0,0,0,-2,-1,0,0,5117.333333333333,978.3333333333334
260000,2,1,2,35,0,0,0,0,0,0,0,37387,7545.666666666667
80000,2,2,2,31,0,0,0,-1,-1,-1,0,14545,3056.1666666666665
80000,2,3,2,25,-1,-1,-1,-1,-1,-1,0,1971.3333333333333,1941.8333333333333
230000,2,1,1,39,1,-2,-1,-1,-1,-2,1,476.8333333333333,476.8333333333333
200000,2,1,2,29,1,-2,-1,-1,-2,-1,1,6810.333333333333,9597
450000,2,1,1,35,-1,-1,-1,-1,-1,-1,0,8081.333333333333,9653.5
230000,1,2,2,32,2,0,0,0,2,2,1,238198,10806.666666666666
210000,1,1,2,36,-1,-1,2,-1,-1,-1,0,971.8333333333334,973.3333333333334
450000,2,1,1,46,-1,-1,-1,-1,-1,-1,1,8253.833333333334,3815
70000,1,3,1,40,0,0,0,0,0,-1,0,22161.166666666668,1647.3333333333333
260000,2,1,1,55,1,-2,-2,-2,-2,-2,0,0,0
120000,1,3,2,37,2,2,2,2,2,2,1,118987,3933.3333333333335
260000,2,1,2,32,0,0,0,0,-1,-1,0,5298.666666666667,926.6666666666666
290000,1,2,1,40,0,0,0,2,0,0,0,228408.83333333334,10174.666666666666
420000,2,2,2,27,-2,-2,-2,-2,-2,-2,0,15000,14999.333333333334
60000,2,2,2,29,0,0,0,0,0,0,0,50709.666666666664,1989.6666666666667
180000,2,5,1,54,0,0,0,0,0,0,0,93214.66666666667,3434.3333333333335
360000,1,3,1,49,0,0,0,0,0,0,0,132780.33333333334,4711.833333333333
360000,2,2,2,41,0,0,0,0,0,0,0,142438,25000
20000,2,2,2,23,0,0,0,0,0,0,1,15885,849.6666666666666
500000,1,2,1,28,0,0,0,0,0,0,0,191357.16666666666,46051
300000,1,1,2,42,-2,-2,-2,-2,-2,-2,0,66215,40263.666666666664
110000,2,2,1,46,0,0,2,0,0,0,0,100697.33333333333,4783.333333333333
220000,2,2,2,28,-1,-1,-1,-1,-1,-1,0,5900,5585.166666666667
500000,1,2,2,26,0,0,0,0,0,0,0,127786,5272.666666666667
100000,2,2,1,41,0,0,0,0,0,2,0,68112,15254.166666666666
40000,2,3,1,40,1,-1,2,2,2,-2,1,1248.1666666666667,969
210000,1,3,1,38,2,2,2,2,2,2,1,80698,3057.8333333333335
20000,2,1,1,37,0,0,0,0,0,0,0,19278.666666666668,1166.6666666666667
150000,2,2,1,53,-1,-1,-1,-1,-1,0,0,22202.666666666668,19988
70000,2,1,2,29,0,0,2,2,2,2,1,76527.83333333333,2959.5
140000,1,2,2,32,1,2,2,2,2,3,1,71526.66666666667,3116.6666666666665
20000,2,2,1,23,0,0,0,0,0,0,0,17947.166666666668,3521.8333333333335
90000,1,4,2,26,-2,-2,-2,-2,-2,-2,1,752.3333333333334,471.6666666666667
240000,2,2,1,41,1,-1,-1,-1,-1,-1,0,12968.833333333334,14002
350000,1,2,1,42,-1,-1,-1,0,0,-1,0,2488.5,1992.6666666666667
100000,1,2,2,45,2,2,2,2,0,0,1,56577,1695.5
360000,2,1,1,46,-1,-1,2,2,-2,-2,1,889.3333333333334,410.3333333333333
130000,2,2,2,29,-1,-1,-1,2,0,0,0,719.5,525
110000,2,1,2,29,-1,-1,-1,-1,-1,-1,1,10822.333333333334,10961.666666666666
180000,2,1,1,45,0,0,0,2,0,0,0,23204.333333333332,2308
240000,1,1,1,39,-1,-1,-1,-1,-1,-1,0,6631.833333333333,7844.333333333333
220000,2,2,2,26,0,0,0,0,0,-1,0,100023.83333333333,43703.333333333336
280000,1,1,2,31,-2,-2,-2,-2,-2,-2,1,336.6666666666667,336.6666666666667
20000,1,2,2,56,0,0,2,2,2,0,0,15996.5,1250
230000,2,1,1,42,0,0,0,0,0,0,0,131956.5,7010.833333333333
110000,1,2,1,48,0,0,0,0,0,0,0,92776.66666666667,3716.8333333333335
270000,2,2,2,34,0,0,0,0,0,0,0,110933,4266.666666666667
320000,2,2,1,37,2,2,2,2,2,2,0,304204,28337.166666666668
300000,1,2,2,33,0,0,0,0,0,0,0,210780.66666666666,46951.5
50000,2,2,1,37,0,0,0,0,0,0,0,32302.166666666668,2012.8333333333333
160000,1,2,2,32,0,0,0,0,0,-1,0,20482.333333333332,2611
20000,2,2,1,63,-1,2,2,0,-1,-1,0,1131.8333333333333,449
500000,1,2,2,27,0,0,0,0,0,0,0,110946.5,6278.5
120000,2,2,2,28,0,0,0,0,0,0,0,121062.83333333333,5334.333333333333
160000,2,1,1,47,1,2,0,0,2,0,1,90861.16666666667,3333.3333333333335
280000,1,2,1,33,0,0,0,0,0,0,0,191135.66666666666,8466.666666666666
30000,2,1,2,41,0,0,0,0,0,0,0,27719.833333333332,5306.166666666667
500000,2,2,1,44,0,0,0,0,0,0,0,176591.66666666666,6060
60000,2,1,2,24,-1,-1,-1,-1,-2,-1,1,1491.5,1951.1666666666667
100000,1,2,2,40,0,0,0,0,0,0,0,74928.33333333333,7349.666666666667
230000,2,1,1,34,-1,0,0,0,-1,0,0,8219.833333333334,5551.333333333333
140000,2,2,1,40,0,0,0,0,0,0,0,75297,3577.3333333333335
80000,2,3,2,26,1,2,-1,-1,-2,-1,1,2511.5,1183
20000,1,1,1,39,-1,-1,-1,-1,-1,-1,0,629.6666666666666,783.3333333333334
30000,2,5,2,22,0,0,0,0,0,-2,1,15448,688.5
80000,2,2,2,61,1,-2,-2,-2,-2,-2,1,0,0
50000,2,1,2,22,2,2,2,0,0,0,1,5240.333333333333,416.6666666666667
160000,1,2,1,36,0,0,0,0,0,0,0,63653.333333333336,3366.6666666666665
500000,2,1,1,48,-1,0,0,0,0,0,0,258384.5,9353.333333333334
180000,2,4,1,44,0,0,0,0,0,2,0,141039.83333333334,5927.666666666667
150000,2,1,1,30,0,0,0,0,0,2,0,123384.5,5416.666666666667
50000,2,3,1,57,0,-1,-1,-1,-1,-1,0,2335.6666666666665,1902.1666666666667
390000,2,2,1,39,0,0,0,0,0,0,0,243489,9084
200000,2,2,2,36,1,2,2,2,2,2,0,77624.16666666667,2833.3333333333335
240000,2,2,1,44,-2,-1,-1,2,2,3,0,4397.5,681.6666666666666
380000,2,2,2,41,0,0,0,0,-1,0,0,44801,4972.666666666667
50000,1,1,2,26,0,0,0,0,0,0,0,16180.333333333334,1100
210000,2,2,2,29,1,1,-2,-2,-1,0,0,-253,2333.3333333333335
50000,1,3,1,41,5,4,3,2,0,0,1,44230.833333333336,5345.666666666667
50000,1,1,2,29,0,0,0,0,0,0,0,50868,2250
100000,2,6,1,29,0,0,0,0,0,0,0,66955.66666666667,11969.166666666666
140000,1,2,2,25,0,0,0,0,0,2,0,21660.833333333332,2052.5
180000,2,1,1,31,-1,-1,-1,-1,-1,-1,0,11287.666666666666,8231.333333333334
230000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,232.16666666666666,586.3333333333334
20000,2,3,1,24,0,0,0,0,2,2,1,15293.666666666666,1614.5
220000,1,2,1,47,4,3,2,2,2,2,1,192162.5,4500.666666666667
200000,1,3,2,26,2,0,0,0,0,0,1,37569.5,12852.666666666666
120000,2,2,1,37,0,0,0,0,0,0,0,111302.66666666667,4483.333333333333
40000,1,2,2,27,1,3,2,2,3,2,0,41163.333333333336,1584
270000,1,0,2,39,1,-1,-1,-1,-1,-2,0,16392.166666666668,16635.5
380000,1,3,1,52,2,0,0,0,0,2,0,378223.8333333333,16765.666666666668
50000,1,3,2,26,0,0,0,0,2,0,0,28886,2166.6666666666665
50000,1,2,1,32,0,0,0,0,0,0,0,29895.833333333332,1707.8333333333333
110000,2,1,2,28,0,0,0,0,0,0,0,50947,2233.3333333333335
30000,2,1,2,25,3,2,0,0,0,0,1,8843.333333333334,493.5
60000,1,3,2,29,0,0,0,0,0,0,0,7890.666666666667,2094.3333333333335
290000,2,1,1,30,0,0,0,0,0,0,0,42890.833333333336,1522.3333333333333
140000,1,1,2,27,0,0,0,0,0,0,0,90632.5,3868.6666666666665
50000,1,1,2,27,0,0,0,2,2,0,0,38075.5,1762.6666666666667
130000,2,1,2,27,-1,0,0,0,0,0,0,27709.666666666668,12008
200000,1,1,2,28,0,0,0,0,0,0,0,133420.66666666666,18521.5
80000,2,3,1,57,0,0,-2,-1,0,0,0,10800.666666666666,2103
160000,2,2,2,26,0,0,0,0,-1,-1,0,3081.1666666666665,525.5
110000,1,2,1,45,0,0,2,0,0,0,1,90794.33333333333,7283.5
360000,1,2,2,42,0,-1,-1,-1,-1,-2,0,3550.5,3189.3333333333335
80000,2,3,1,48,2,2,2,2,0,0,0,34481.166666666664,1208.6666666666667
270000,1,1,2,28,4,4,3,2,2,2,1,234259,5850
180000,2,2,1,39,0,0,0,0,0,0,0,61918,2666.6666666666665
60000,1,2,2,40,3,3,5,4,3,2,0,10259,333.3333333333333
30000,1,3,2,59,1,2,0,0,0,0,1,13945.5,700.6666666666666
80000,2,3,1,55,0,0,0,0,0,0,0,53573.5,4841.833333333333
20000,2,1,2,24,0,0,0,0,0,0,0,19070.5,935
340000,2,1,2,33,0,0,2,0,0,2,0,63697.833333333336,4683.333333333333
50000,2,2,2,33,0,0,0,0,0,0,1,16596.5,840.8333333333334
10000,2,3,1,42,2,0,0,0,0,0,1,7736.833333333333,1792.3333333333333
60000,2,2,1,25,0,0,0,0,0,0,0,32717,2408.6666666666665
50000,1,3,1,45,0,-1,-1,2,-1,-1,1,2601.1666666666665,877.6666666666666
180000,1,2,1,35,1,2,0,0,0,0,0,26947.5,600
30000,2,2,2,23,2,2,2,2,2,2,1,14056.333333333334,950
180000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,866.1666666666666,831.3333333333334
160000,2,4,1,28,-1,-1,-1,-1,-1,-1,0,273.5,165
30000,2,1,1,35,2,0,0,0,0,0,1,26208.833333333332,1086.6666666666667
400000,2,1,1,37,-2,-1,0,0,0,0,0,64979.666666666664,42190.666666666664
60000,2,2,2,31,-1,-1,2,-1,-1,-1,0,13808,15656.833333333334
10000,2,2,2,23,0,0,0,0,2,0,0,8715.166666666666,766
250000,1,1,1,47,-2,-2,-2,-2,-2,-2,0,0,0
360000,1,1,2,31,-1,-1,-1,0,0,-1,0,9925.833333333334,4146.666666666667
130000,2,2,1,33,-1,-1,-1,0,0,-2,0,11617.166666666666,2475.5
10000,1,2,1,37,-1,4,3,2,2,2,1,7187.333333333333,666.6666666666666
200000,1,2,1,29,0,0,0,0,0,2,0,179938.33333333334,7833.333333333333
50000,1,1,2,34,1,2,2,2,2,2,0,49462,1833.3333333333333
110000,2,1,1,45,0,0,0,0,0,-1,0,8897,1191.3333333333333
10000,1,3,2,36,-1,-1,-1,-1,2,2,0,6166.333333333333,2012.3333333333333
30000,1,2,2,25,3,2,2,2,0,0,1,19349.5,783.3333333333334
30000,2,3,1,33,2,2,2,2,2,2,0,29927.666666666668,1483.3333333333333
200000,1,1,2,29,0,0,0,0,0,0,0,154420.66666666666,5836.166666666667
50000,2,3,2,40,0,0,0,0,0,0,0,22145.833333333332,3550
80000,1,2,2,29,0,0,0,0,0,0,0,11622.333333333334,977.5
360000,2,2,2,27,2,2,-2,-2,-2,-2,1,416.6666666666667,0
50000,2,3,2,29,0,0,0,0,-1,0,0,38419.5,8707.833333333334
240000,2,3,1,41,1,-2,-2,-1,0,0,0,74186.83333333333,38585.333333333336
50000,2,2,2,34,0,0,0,0,0,0,0,25308.166666666668,1057.1666666666667
60000,2,2,1,36,-2,-2,-2,-2,-2,-2,0,4073.6666666666665,4073.6666666666665
90000,2,2,2,23,0,0,0,0,0,0,0,24697.833333333332,3906.1666666666665
50000,2,2,1,48,0,0,0,0,0,0,0,32458.833333333332,1730
360000,2,1,2,27,0,0,0,0,0,0,0,81997.5,17535.333333333332
130000,1,2,2,33,2,2,3,2,0,0,1,21576.833333333332,1250
260000,2,1,1,43,-1,-1,-1,-1,0,-1,0,2113.8333333333335,1214.6666666666667
230000,2,1,2,35,-1,-1,-1,-1,-2,-2,0,448.3333333333333,133.33333333333334
50000,2,2,2,22,0,0,0,0,0,0,0,22638.333333333332,1271.6666666666667
100000,2,2,1,37,0,0,0,0,0,0,0,100008.5,4187.833333333333
60000,1,3,1,31,2,0,0,-2,-2,-2,1,11781.5,171.16666666666666
30000,2,3,2,40,-1,2,-1,0,-1,-1,0,405,325
50000,1,2,2,28,0,0,0,0,0,0,1,28122,830
50000,1,3,1,44,0,0,2,0,0,0,0,21243.333333333332,8101.666666666667
260000,1,3,2,48,0,0,0,0,0,0,0,224783.5,7026.666666666667
260000,2,1,2,30,2,-1,-1,-1,-1,-1,0,1421.8333333333333,1962
120000,2,2,1,35,-1,-1,2,2,2,2,0,16981.333333333332,6647.666666666667
50000,2,2,1,35,0,0,-2,-2,-2,-2,0,3880,0
30000,2,2,2,33,0,0,0,0,0,0,1,26441.166666666668,1112.5
230000,2,1,2,33,-2,-2,-2,-2,-2,-2,0,867.5,112
140000,2,2,1,40,0,0,0,0,0,0,0,101426.5,5600
350000,1,1,2,35,-1,-1,2,2,2,-1,0,1572.3333333333333,1047.5
220000,1,1,1,42,1,-2,-2,-2,-2,-2,1,0,0
310000,2,1,1,36,0,0,0,0,0,0,0,170494.83333333334,7801.5
50000,1,2,2,48,0,0,0,-1,0,0,0,33198.5,4261.333333333333
140000,2,2,2,29,0,0,0,0,0,0,0,135440.83333333334,5435.5
460000,2,1,2,29,0,0,0,0,0,0,0,151592.5,21202.5
60000,2,1,2,23,0,0,0,0,0,2,0,15724.666666666666,1600
50000,2,2,1,48,-1,-1,2,-1,-1,-1,0,4468.833333333333,3471.8333333333335
50000,2,3,1,36,0,0,0,0,0,0,0,37521.5,1520.1666666666667
260000,2,1,2,36,-1,-1,-1,0,0,0,0,16910.166666666668,7060.333333333333
60000,1,2,1,38,0,0,2,0,0,0,0,65253.833333333336,3166.6666666666665
120000,2,2,1,44,-1,-1,-1,-1,-1,-1,1,456.8333333333333,391.8333333333333
140000,2,1,1,51,0,0,0,0,0,0,0,56505.5,2029
30000,2,1,2,27,2,0,0,0,0,0,0,25883.666666666668,1426.1666666666667
200000,2,1,2,40,1,-2,-2,-1,-1,-1,0,4105.166666666667,4393.833333333333
80000,2,3,2,60,0,0,0,0,0,0,0,16450.666666666668,2144.8333333333335
240000,1,2,1,33,0,0,0,0,0,-1,0,11293.333333333334,1319.6666666666667
50000,1,3,2,42,0,0,0,0,0,0,0,38757.166666666664,4750
240000,1,1,2,28,0,0,0,0,0,0,0,188249,7014
370000,1,2,1,55,0,0,0,0,0,0,0,348211.1666666667,13678.166666666666
500000,1,2,2,29,0,0,0,0,0,0,0,24574.333333333332,7637.666666666667
200000,2,2,1,30,0,0,0,0,0,0,0,81064.33333333333,3852
120000,2,2,2,23,0,0,0,0,0,0,0,38930.5,3669.5
50000,2,2,1,25,0,-1,-1,-1,0,0,0,6655.333333333333,2908.6666666666665
360000,1,1,2,34,0,0,-1,0,0,0,0,11774.166666666666,5011.5
50000,1,2,1,40,0,0,2,2,2,2,1,47651.166666666664,2832.8333333333335
20000,2,2,1,22,0,0,0,0,0,0,0,14399.333333333334,1374.3333333333333
70000,2,1,2,50,0,0,0,0,0,0,1,43234.666666666664,4695.166666666667
50000,2,2,2,28,0,0,0,0,0,0,1,30870.166666666668,1360.8333333333333
200000,2,3,2,31,-1,-1,0,0,0,2,0,123098.66666666667,60064.833333333336
40000,2,2,1,30,2,2,2,2,2,2,1,15855.333333333334,983.3333333333334
400000,1,2,2,33,0,0,0,0,0,0,0,47816.166666666664,3333.3333333333335
80000,2,1,2,27,-1,-1,-1,0,-1,-1,0,1673.1666666666667,1007.1666666666666
130000,2,3,2,32,0,0,0,0,0,2,0,93614.5,22347.666666666668
120000,1,3,2,31,1,-2,-2,-2,-2,-2,1,-1957.3333333333333,0.5
400000,2,2,1,34,-1,-1,-1,-1,0,0,0,51793.666666666664,47677.833333333336
30000,2,2,2,27,0,0,0,0,2,2,0,12043,1833.3333333333333
500000,1,1,1,43,1,-2,-2,-2,-1,-1,0,815.5,982.1666666666666
120000,2,1,2,27,-1,-1,-2,-2,-2,-2,1,155.66666666666666,0
80000,2,2,2,23,0,0,0,0,-1,-1,0,22916.333333333332,10731
340000,1,3,1,48,0,0,0,0,0,0,0,40905.833333333336,11763.166666666666
80000,2,2,1,22,-1,-1,-1,-1,0,-1,0,1953.3333333333333,1629.8333333333333
50000,1,3,2,31,0,0,0,2,0,0,0,13191,3416.6666666666665
50000,2,3,1,26,1,2,0,0,0,0,1,34251.166666666664,1266.8333333333333
230000,1,1,1,39,-1,-1,-1,-1,-1,-1,0,660,660
130000,2,1,2,33,-1,0,0,0,-1,-1,0,6852.666666666667,6209.166666666667
80000,2,2,1,47,0,0,-1,-1,-2,-2,0,1661.1666666666667,495
80000,2,2,1,47,0,-1,-1,-2,-2,-2,0,1990.1666666666667,766
150000,2,1,2,52,0,0,0,0,0,0,1,142259,4401.833333333333
50000,1,2,1,44,2,-1,2,0,0,0,1,1392.6666666666667,570.5
50000,1,2,2,26,0,0,0,-1,-1,-1,0,4853.333333333333,4466.666666666667
170000,1,2,1,34,1,2,2,2,2,0,1,73785.83333333333,1809.5
110000,1,2,2,36,0,0,0,0,0,0,0,89644.66666666667,3101
30000,2,3,2,44,2,0,0,0,0,2,1,24775.833333333332,1181.1666666666667
120000,1,1,2,31,-1,-1,-1,-1,-1,-1,1,3071.8333333333335,4035.8333333333335
550000,1,3,1,50,2,2,2,0,0,2,1,495632.8333333333,20738.666666666668
140000,1,2,2,28,0,0,0,0,-1,0,0,139081.66666666666,27319
420000,2,2,2,25,0,-1,0,0,0,0,0,85000,24379
130000,1,2,1,33,-1,-1,-1,-1,-1,-1,0,98.83333333333333,231.33333333333334
200000,1,2,1,33,-1,-1,-1,-1,0,0,0,8751.166666666666,5284.5
80000,2,3,1,45,-2,-2,-2,-2,-2,-2,0,4500.5,7728.166666666667
390000,2,1,1,28,0,0,0,0,0,0,0,64979.666666666664,4501.166666666667
10000,1,2,2,23,0,0,0,0,0,0,0,4030.8333333333335,532.5
110000,2,2,2,39,0,0,0,0,0,0,0,111191,4221.666666666667
240000,2,2,1,32,-2,-2,-2,-2,-2,-2,0,0,0
200000,2,2,2,49,2,2,2,2,2,2,1,94719,3560
90000,1,2,1,36,4,3,2,0,0,0,1,44327.5,800
360000,1,0,2,30,0,0,-1,0,0,-1,0,24449.333333333332,15060.333333333334
50000,2,1,2,25,0,0,0,0,0,0,0,13284,1050
300000,1,2,2,36,2,2,2,2,2,2,1,292009,7327.5
80000,1,1,1,42,1,2,2,2,2,2,0,47670.666666666664,1666.6666666666667
100000,2,3,1,55,2,3,2,-1,3,2,0,1308.5,400.5
50000,1,2,2,57,0,0,0,0,2,0,0,50795.333333333336,2116.6666666666665
340000,2,1,2,36,0,0,0,-1,0,0,0,83341.5,18300.5
50000,2,3,0,27,2,0,-1,-1,-2,-2,0,16729.333333333332,421.6666666666667
120000,1,3,2,44,4,3,2,0,0,0,1,121401.66666666667,22246.166666666668
500000,1,1,1,44,0,0,0,0,0,0,0,51342.5,2252.6666666666665
50000,2,2,1,54,0,0,0,0,0,0,0,49657.666666666664,2629
40000,2,3,2,55,1,2,2,2,2,2,0,29547.666666666668,1230.3333333333333
30000,2,3,1,22,1,2,0,0,4,4,1,25360.5,2200
190000,1,3,1,50,0,0,0,0,2,0,0,109950,5615.166666666667
120000,2,2,2,26,0,0,0,-2,-2,-1,0,2629.5,1050
390000,2,1,2,33,0,0,0,0,0,0,0,76542.66666666667,3587.3333333333335
50000,1,1,2,24,-1,0,0,0,0,0,0,36852.833333333336,1500
280000,2,2,2,30,2,2,2,2,2,0,0,222363.33333333334,6302.166666666667
420000,2,1,1,36,-1,-1,-1,-1,-1,-1,0,7247.333333333333,8888.333333333334
180000,2,2,1,32,0,0,0,0,-1,-1,0,28772.833333333332,10288.666666666666
